name,gender,position
LETICIA NSENG ONDO AYECABA,female,"Directora General de Coordinación de Lucha contra ETS, VIH/Sida, Tuberculosis y Hepatitis"
JUANA BOCOBO SEBBE,female,"Directora General de Aprovisionamiento, Farmacia, Laboratorios, Biomédicos y Banco de Sangre"
SALVADOR OSA OBIANG ANDEME,male,"Director General de Infraestructura Sanitaria, Logística y Patrimonio Sanitario"
VALERO ONDO NGUEMA,male,"Director General de Estudios, Planificación, Sistema de Información Sanitaria, Seguimiento y Evolución"
JUSTINO NCHAMA ONDO,male,Director General de Obras Públicas
DOLORES BONEKE NOCONOCO,female,"Directora General de Viviendas, Edificaciones y Mantenimientos"
DEMETRIO ELA EDU NFONO,male,Director General de Obras Hidráulicas
CLEMENTE MODJO EFUMAN MIYONO,male,Director General de Carreteras
DOMINICA NCHAMA MINANG,female,Directora General de Urbanismo y Catastro
JUVENCIO-LUIS NDONG ONGUENE,male,"Director General de Planificación, Análisis y Control de Proyectos"
ÁNGEL-FRANCISCO NGOMO NCHAMA,male,Director General de Trabajo
MARIA-LUISA TAMARITE CASTAÑO,female,"Directora General de Cooperativas, Fomento Empleo y Orientación Laboral"
FRANCISCO MBA ONDO NCOGO,male,Director General de Estadísticas Laborales y Formación Profesional y Ocupacional
NARCISO-OSCAR BACALE ECHUAKA,male,Inspección Central de Trabajo
JOSE-JUAN NDONG TOMO,male,"Director General de Agricultura, Sanidad Vegetal, Investigación y Formación Profesional"
GABRIEL MARTIN ESONO NDONG,male,"Director General de Ganadería, Sanidad Animal y Control de Alimentos"
ESTEFANIA-ISABEL NGUEMA ANDEM,female,"Directora General de Extensión, Fomento Cooperativo y Mecanización Agraria"
PABLO ESONO ESONO,male,Director General de Explotación e Industrialización Forestal
DIOSDADO OBIANG MBOMIO NFONO,male,Director General de Guardería y Repoblación Forestal
