item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q36908601,AGUSTÍN NSE NFUMU,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q36908601-186DE96A-E58F-447E-91D2-E4E5C904BE42
Q112128535,ALEJANDRO EDU BEE,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128535-9C2B9216-DE76-464F-A7EB-06953DA748D3
Q112128516,ALEJANDRO ENVORO OVONO,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128516-2152D0F9-D268-4B9B-A249-01794F50235A
Q112128521,ALEJANDRO EVUNA OWONO,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128521-E439AA46-EE28-40DD-BEE6-9A9F9483ED16
Q112128551,ALFONSO NSUE MOKUY,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128551-0A5A8824-999C-4C87-ABBA-EB95D6D80DAF
Q112128485,AMADO NGUEMA OWONO,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128485-40933A07-7134-4405-B1BA-13F2BAB3F8C2
Q112128476,ANACLETA OYANA NGUEMA,Q945167,PDGE,,,2004-04-25,2008-02-29,female,Q112128476-D3B79046-1595-4F50-86ED-C780BB396940
Q112128512,ANGEL ALOGO NCHAMA,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128512-0166078B-E36A-4095-ABEF-DCDEDB66493C
Q112128526,ANGEL ESONO ABAHA MANGUE,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128526-CE56273A-6C54-4E07-892D-24EBC691D154
Q112128540,ANGEL MASIE MIBUY,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128540-27ABE042-304C-409A-8C47-7B5F361F1055
Q251902,ANGEL SERAFÍN SERICHE DOUGAN,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q251902-774E8405-3519-434B-9C41-A32C3310BBDC
Q112128556,ANICETO EBIAKA MOETE,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128556-55D42B50-213C-4EB4-9E52-F5547AD07B20
Q112128529,ANTONIO FERNANDO NVE NGU,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128529-E4E6A677-5C45-44CF-83CA-740330D888D1
Q112128509,ANTONIO NCULU ASUMU ANGUE,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128509-95A88962-EF24-467E-B3A1-11C52E55A78E
Q112128544,ANTONIO NDIBA AVOMO,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128544-280504C6-8915-4948-94D3-14B4853935A1
Q112128471,ASUNCIÓN EYANG NCHUCHUMA,Q945167,PDGE,,,2004-04-25,2008-02-29,female,Q112128471-2F6670DC-6817-43A9-A923-3C71E4720F32
Q112128507,ATANASIO ELA NTUGU NSA,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128507-C4925BE5-AD18-4E17-AAB2-9D767BC34BBC
Q112128546,BASILIO EDU NGUEMA NSANG,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128546-118CAA07-5492-444B-BDE9-5C1E8FF2F412
Q112128520,BATHÓ OBAM NSUE MENGUE,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128520-71B6196C-6AED-47A5-AB54-E43700F343A7
Q112128513,BENJAMÍN PABLO NDONG MIBUI,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128513-8EC18CC8-1760-4760-8A75-08722A97FCE8
Q112128478,BERNARDITA ANGUESOMO EKEKANG,Q945167,PDGE,,,2004-04-25,2008-02-29,female,Q112128478-CBFDED3F-6082-4D58-A0D3-4AAAFE33C0D0
Q112128488,BONIFACIO MANGA OBIANG,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128488-2EFB9850-D852-4708-B03B-7EE027F27577
Q112128504,BUENAVENTURA MONSUY ESONO,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128504-878C464E-9B5C-49E6-8E77-70E08929ECF0
Q112128527,CARLOS EYI OBAMA NSANG,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128527-3015DDA6-C51A-4D0C-B53A-DF60BDF6347F
Q112128543,CARMELO MODU AKUSE,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128543-2C86C996-2EE7-4A38-B2C5-7CA57E846AF3
Q112128500,CELESTINO MANSOGO NSI,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128500-86128F81-A9A0-4F24-BD8C-1E254E5CA6E8
Q5057941,CELESTINO-BONIFACIO BACALE,Q2996391,CPDS,,,2004-04-25,2008-02-29,male,Q5057941-54F86BE5-86D6-4306-A034-750772904C85
Q112128483,CIRIACO TAMARITE BURGOS,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128483-92D4B906-CF95-4191-8B7B-B41BCEEB4C7B
Q112128524,CRISTÓBAL MEÑANA ELA,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128524-4B07814D-5664-4CE8-BC75-3CE07C683B28
Q1149802,CÁNDIDO MUATETEMA RIVAS,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q1149802-3769F559-B798-4FCC-BCCE-E8AFCB5BF828
Q112128517,DEMETRIO ELO NDONG NSEFUMU,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128517-3D320BF0-1536-4C5E-BE1B-8F85CEAE3D9D
Q112128501,DOMINGO ANTONIO NVE MBA,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128501-FCB420F6-82BF-4043-80D7-F23B500F1734
Q112128532,ELÍAS ONDO EDJO,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128532-87280A56-B687-430D-8C46-D844BCDA7980
Q112128495,ESTEBAN NDONG MEMBIA,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128495-E0616754-D27A-44A3-81CF-84A54219EF1F
Q112128553,EULOGIO OYO RIQUESA,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128553-D0147008-C0B0-477B-B52F-6925D40BBD30
Q42907516,EVANGELINA-FILOMENA OYO EBLE,Q945167,PDGE,,,2004-04-25,2008-02-29,female,Q42907516-BB17D588-14E6-4916-95D9-AF4BD41E7296
Q112128536,FEDERICO EDJO OVONO,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128536-45391527-347A-4C0E-8D74-D932E5F76DDA
Q112128528,FIDEL MARCOS MAÑE NCOGO,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128528-D45AFBE2-A66D-4B3B-9C63-DAB5A1B0C973
Q112128547,FILIBERTO NSUE MIBIMI,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128547-BB6ED6F0-8FDE-4C4E-93CA-CFF22AB8A99C
Q112128502,FLORENCIO GERARDO ONDO EKANG,Q945167,PDGE,,,2004-04-25,2008-02-29,male,Q112128502-3FCC4A45-009C-4A5F-9E7F-D549D94DFB58
