,year,country_isocode,country_name,id,position,name,title,gender,birthyear,deadyear,party,party_english,party_otherlanguage,core,minister,leader,classification,portfolio_1,prestige_1,portfolio_2,prestige_2,portfolio_3,prestige_3,portfolio_4,prestige_4,m_finance,m_defense,m_agriculture,m_foreignaffairs
58507,2000,GNQ,Equatorial Guinea,777,Min. Of Youth & Sports,Ignacio Milam Tang,NA,Male,1940,A (2020),pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Sports,Low,Youth,Low,NA,NA,NA,NA,0,0,0,0
58508,2000,GNQ,Equatorial Guinea,778,"Min. Del. To Agriculture, Livestock & Rural Development",Carlos Eyi Obama,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Junior),"Agriculture, Food, Fisheries & Livestock",Medium,Planning & Development,Medium,NA,NA,NA,NA,0,0,0,0
58509,2000,GNQ,Equatorial Guinea,779,Min. Del. Of Economic Affairs & Finance,Miguel Abia Biteo Boriko,NA,Male,1961,2012,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Junior),"Finance, Budget & Treasury",High,General Economic Affairs,Medium,NA,NA,NA,NA,0,0,0,0
58510,2000,GNQ,Equatorial Guinea,780,Min. Del. Of Foreign Affairs & Cooperation,Teresa Efua Asangono,NA,Female,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Junior),Foreign Relations,High,NA,NA,NA,NA,NA,NA,0,0,0,0
58511,2000,GNQ,Equatorial Guinea,781,Min. Del. Of National Defense,Melanio Ebendeng Nsomo,Col.,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Junior),"Defense, Military & National Security",High,NA,NA,NA,NA,NA,NA,0,1,0,0
58512,2000,GNQ,Equatorial Guinea,782,Min. Del. To The Presidency In Charge Of Youth & Sports,Francisco Pascual Eyegue Obama Asue,NA,Male,1949,A (2020),pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Junior),Sports,Low,Youth,Low,NA,NA,NA,NA,0,0,0,0
58513,2000,GNQ,Equatorial Guinea,783,"Vice Min. Of Culture, Tourism & Crafts Promotion",Anacleto Olo Mibuy,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,0,0,0,Minister (Junior),Culture & Heritage,Medium,Tourism,Low,NA,NA,NA,NA,0,0,0,0
58514,2000,GNQ,Equatorial Guinea,784,Vice Min. Of Education,Federico Edjoo Ovono,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,0,0,0,Minister (Junior),"Education, Training & Skills",Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58515,2000,GNQ,Equatorial Guinea,785,Vice Min. Of Health,Salomon Nguema Owono,M.D.,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,0,0,0,Minister (Junior),Health & Social Welfare,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58516,2000,GNQ,Equatorial Guinea,786,Vice Min. Of Justice & Religious Affairs,Francisco Javier Ngomo Mbengono,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,0,0,0,Minister (Junior),Justice & Legal Affairs,Medium,Religion,Medium,NA,NA,NA,NA,0,0,0,0
58517,2000,GNQ,Equatorial Guinea,787,"Vice Min. Of Public Works, Housing & Urban Affairs",Ceferino Eburi Matta,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,0,0,0,Minister (Junior),Construction & Public Works,Medium,Housing,Medium,NA,NA,NA,NA,0,0,0,0
58518,2000,GNQ,Equatorial Guinea,788,Sec. Of State For National Security,Antonio Mba Nguema,Gen.,Male,1952,2019,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Defense, Military & National Security",High,NA,NA,NA,NA,NA,NA,0,0,0,0
58519,2000,GNQ,Equatorial Guinea,789,"Sec. Of State For Press, Radio & Television",Santiago Ngua Nfumu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Communications & Information,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58520,2000,GNQ,Equatorial Guinea,790,Ambassador To The Us,Pastor Micha Ondo Bile,NA,Male,1952,A (2020),NA,NA,NA,0,0,0,Ambassador to the United States,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58521,2000,GNQ,Equatorial Guinea,791,"Permanent Representative To The Un, New York",Pastor Micha Ondo Bile,NA,Male,1952,A (2020),NA,NA,NA,0,0,0,Representative to the United Nations,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58522,2001,GNQ,Equatorial Guinea,792,President,Teodoro Obiang Nguema Mbasogo,Brig. Gen.,Male,1942,A (2020),pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,0,1,President,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58523,2001,GNQ,Equatorial Guinea,793,Prime Minister,Candido Muatetema Rivas,NA,Male,1960,2014,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,0,0,Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58524,2001,GNQ,Equatorial Guinea,794,First Dep. Prime Min.,Miguel Oyono Ndong Mifumu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,0,0,Deputy Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58525,2001,GNQ,Equatorial Guinea,795,Dep. Prime Min.,Demetrio Elo Ndong Nsefumu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,0,0,Deputy Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58526,2001,GNQ,Equatorial Guinea,796,Sec. Gen. Of The Govt.,Francisco Pascual Eyegue Obama Asue,NA,Male,1949,A (2020),pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,"Member, Ruling Group",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58527,2001,GNQ,Equatorial Guinea,797,"Min. Of State For Agriculture, Fisheries & Animal Husbandry",Gregorio Boho Camo,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,NA,NA,NA,NA,NA,NA,0,0,1,0
58528,2001,GNQ,Equatorial Guinea,798,Min. Of State In Charge Of Economy & Commerce,Marcelino Nguema Onguene,M.D.,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),General Economic Affairs,Medium,Industry & Commerce,Medium,NA,NA,NA,NA,0,0,0,0
58529,2001,GNQ,Equatorial Guinea,799,Min. Of State In Charge Of Planning & International Cooperation,Anatolio Ndong Mba,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Foreign Relations,High,Planning & Development,Medium,NA,NA,NA,NA,0,0,0,0
58530,2001,GNQ,Equatorial Guinea,800,Min. Of State For Economy & Commerce,Marcelino Nguema Onguene,M.D.,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),General Economic Affairs,Medium,Industry & Commerce,Medium,NA,NA,NA,NA,0,0,0,0
58531,2001,GNQ,Equatorial Guinea,801,Min. Of State For Education & Science,Antonio Fernando Nve Ngu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Education, Training & Skills",Medium,"Science, Technology & Research",Low,NA,NA,NA,NA,0,0,0,0
58532,2001,GNQ,Equatorial Guinea,802,"Min. Of State For Forestry, Fishing & Environment",Teodoro Nguema Obiang Mangu,NA,Male,1968,A (2020),pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,Environment,Medium,NA,NA,NA,NA,0,0,0,0
58533,2001,GNQ,Equatorial Guinea,803,Min. Of State For Health & Social Welfare,Marcelino Nguema Onguene,M.D.,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Health & Social Welfare,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58534,2001,GNQ,Equatorial Guinea,804,"Min. Of State For Information, Tourism & Culture",Lucas Nguema Esono,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Communications & Information,Medium,Culture & Heritage,Medium,Tourism,Low,NA,NA,0,0,0,0
58535,2001,GNQ,Equatorial Guinea,805,Min. Of State For Labor & Social Security,Ricardo Mangue Obama Nfube,NA,Male,1961,A (2020),pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Labor, Employment & Social Security",Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58536,2001,GNQ,Equatorial Guinea,806,Min. Of State For The Interior & Local Corporations,Demetrio Elo Ndong Nsefumu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Other,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58537,2001,GNQ,Equatorial Guinea,807,Min. Of State For Missions,Alejandro Evuna Owono Asangono,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Other,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58538,2001,GNQ,Equatorial Guinea,808,Min. Of State At The Presidency In Charge Of Relations With Assemblies & Legal Matters,Miguel Abia Biteo Boriko,NA,Male,1961,2012,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Executive & Legislative Relations,Medium,Justice & Legal Affairs,Medium,NA,NA,NA,NA,0,0,0,0
58539,2001,GNQ,Equatorial Guinea,809,Min. Of State At The Presidency In Charge Of Special Duties,Alejandro Evuna Owono Asangono,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Other,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
58540,2001,GNQ,Equatorial Guinea,810,Min. Of State For Transport & Communication,Marcelino Oyono Ntutumu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Communications & Information,Medium,Transport,Medium,NA,NA,NA,NA,0,0,0,0
58541,2001,GNQ,Equatorial Guinea,811,"Min. Of Agriculture, Fisheries & Animal Husbandry",Constantine Eko Nsue,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,NA,NA,NA,NA,NA,NA,0,0,1,0
58542,2001,GNQ,Equatorial Guinea,812,Min. Of Civil Service & Administrative Reforms,Ignacio Milam Tang,NA,Male,1940,A (2020),pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Civil Service,Medium,Political Reform,Medium,NA,NA,NA,NA,0,0,0,0
58543,2001,GNQ,Equatorial Guinea,813,"Min. Of Culture, Tourism & Francophone Affairs",Augustin Nse Nfumu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Culture & Heritage,Medium,Tourism,Low,NA,NA,NA,NA,0,0,0,0
58544,2001,GNQ,Equatorial Guinea,814,Min. Of Economic Affairs & Finance,Baltasar Engonga Edjo,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Finance, Budget & Treasury",High,General Economic Affairs,Medium,NA,NA,NA,NA,1,0,0,0
58545,2001,GNQ,Equatorial Guinea,815,"Min. Of Education, Science & Francophone Affairs",Santiago Ngua Nfumu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Education, Training & Skills",Medium,"Science, Technology & Research",Low,NA,NA,NA,NA,0,0,0,0
58546,2001,GNQ,Equatorial Guinea,816,Min. Of Employment & Social Security,Constantino Congue,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Labor, Employment & Social Security",Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58547,2001,GNQ,Equatorial Guinea,817,"Min. Of Foreign Affairs, International Cooperation & Francophone Affairs",Santiago Nsobeya Efuman Nchama,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Foreign Relations,High,NA,NA,NA,NA,NA,NA,0,0,0,1
58548,2001,GNQ,Equatorial Guinea,818,Min. Of Forestry & Environment,Teodoro Nguema Obiang Mangu,NA,Male,1968,A (2020),pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Environment,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58549,2001,GNQ,Equatorial Guinea,819,Min. Of Health & Social Welfare,Juan Antonio Ntutumu,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Health & Social Welfare,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58550,2001,GNQ,Equatorial Guinea,820,"Min. Of Industry, Commerce & Small Enterprises",Constantino Ekong Nsue,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Enterprises, Companies & Business",Medium,Industry & Commerce,Medium,NA,NA,NA,NA,0,0,0,0
58551,2001,GNQ,Equatorial Guinea,821,"Min. Of Information, Tourism & Culture",Lucas Nguema Esono,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Communications & Information,Medium,Culture & Heritage,Medium,Tourism,Low,NA,NA,0,0,0,0
58552,2001,GNQ,Equatorial Guinea,822,Min. Of Interior & Local Corporations,Clemente Engonga Nguema Onguene,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Government, Interior & Home Affairs",High,NA,NA,NA,NA,NA,NA,0,0,0,0
58553,2001,GNQ,Equatorial Guinea,823,Min. Of Justice & Religion,Ruben Maye Nsue,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Justice & Legal Affairs,Medium,Religion,Medium,NA,NA,NA,NA,0,0,0,0
58554,2001,GNQ,Equatorial Guinea,824,Min. Of Labor & Social Promotion,Ernesto Maria Cayetano Toherida,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),"Labor, Employment & Social Security",Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58555,2001,GNQ,Equatorial Guinea,825,Min. Of Mines & Energy,Cristobal Menana Ela,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Energy,Medium,Environment,Medium,NA,NA,NA,NA,0,0,0,0
58556,2001,GNQ,Equatorial Guinea,826,Min. Of Planning & Economic Development,Fortunado Ofa Mbo,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Planning & Development,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
58557,2001,GNQ,Equatorial Guinea,827,"Min. Of Public Works, Housing & Urban Affairs",Florentino Nkogo Ndong,NA,Male,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Construction & Public Works,Medium,Housing,Medium,NA,NA,NA,NA,0,0,0,0
58558,2001,GNQ,Equatorial Guinea,828,Min. Of Social Affairs & Women's Development,Teresa Efua Asangono,NA,Female,NA,NA,pdge,Democratic Party of Equatorial Guinea,Partido Democrático de Guinea Ecuatorial,1,1,0,Minister (Full Rank),Women,Low,NA,NA,NA,NA,NA,NA,0,0,0,0
