id,name,positionItem,position,start,end,dob,dod,gender
Q24761111,Francisco Pascual Eyegue Obama Asue,,Min. Del. To The Presidency In Charge Of Youth & Sports,2000,2000,1949,,male
Q103916291,Anacleto Olo Mibuy,Q112174402,"Vice Min. Of Culture, Tourism & Crafts Promotion",2000,2000,,,male
Q112128536,Federico Edjoo Ovono,Q112174405,Vice Min. Of Education,2000,2000,,,male
Q112128523,Salomon Nguema Owono,,Vice Min. Of Health,2000,2000,,,male
Q112162986,Francisco Javier Ngomo Mbengono,,Vice Min. Of Justice & Religious Affairs,2000,2000,,,male
Q112186226,Ceferino Eburi Matta,,"Vice Min. Of Public Works, Housing & Urban Affairs",2000,2000,,,male
Q63731266,Antonio Mba Nguema,,Sec. Of State For National Security,2000,2000,1952,2019,male
Q112128487,Santiago Ngua Nfumu,,"Sec. Of State For Press, Radio & Television",2000,2000,,,male
Q58151,Pastor Micha Ondo Bile,,Ambassador To The Us,2000,2000,1952,,male
Q58151,Pastor Micha Ondo Bile,Q112202472,"Permanent Representative To The Un, New York",2000,2000,1952,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2001,2001,1942,,male
Q1149802,Candido Muatetema Rivas,,Prime Minister,2001,2001,1960,2014,male
Q108426370,Miguel Oyono Ndong Mifumu,,First Dep. Prime Min.,2001,2001,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Dep. Prime Min.,2001,2001,,,male
Q24761111,Francisco Pascual Eyegue Obama Asue,,Sec. Gen. Of The Govt.,2001,2001,1949,,male
Q112162987,Gregorio Boho Camo,,"Min. Of State For Agriculture, Fisheries & Animal Husbandry",2001,2001,,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State In Charge Of Economy & Commerce,2001,2001,,,male
Q112133229,Anatolio Ndong Mba,Q112174492,Min. Of State In Charge Of Planning & International Cooperation,2001,2001,,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State For Economy & Commerce,2001,2001,,,male
Q112128529,Antonio Fernando Nve Ngu,,Min. Of State For Education & Science,2001,2001,,,male
Q477201,Teodoro Nguema Obiang Mangu,,"Min. Of State For Forestry, Fishing & Environment",2001,2001,1968,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State For Health & Social Welfare,2001,2001,,,male
Q112128541,Lucas Nguema Esono,,"Min. Of State For Information, Tourism & Culture",2001,2001,,,male
Q602837,Ricardo Mangue Obama Nfube,,Min. Of State For Labor & Social Security,2001,2001,1961,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Min. Of State For The Interior & Local Corporations,2001,2001,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State For Missions,2001,2001,,,male
Q1353126,Miguel Abia Biteo Boriko,,Min. Of State At The Presidency In Charge Of Relations With Assemblies & Legal Matters,2001,2001,1961,2012,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State At The Presidency In Charge Of Special Duties,2001,2001,,,male
Q112128490,Marcelino Oyono Ntutumu,,Min. Of State For Transport & Communication,2001,2001,,,male
Q112162973,Constantine Eko Nsue,,"Min. Of Agriculture, Fisheries & Animal Husbandry",2001,2001,,,male
Q57898,Ignacio Milam Tang,,Min. Of Civil Service & Administrative Reforms,2001,2001,1940,,male
Q36908601,Augustin Nse Nfumu,,"Min. Of Culture, Tourism & Francophone Affairs",2001,2001,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of Economic Affairs & Finance,2001,2001,,,male
Q112128487,Santiago Ngua Nfumu,,"Min. Of Education, Science & Francophone Affairs",2001,2001,,,male
,Constantino Congue,,Min. Of Employment & Social Security,2001,2001,,,male
Q17198388,Santiago Nsobeya Efuman Nchama,,"Min. Of Foreign Affairs, International Cooperation & Francophone Affairs",2001,2001,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Forestry & Environment,2001,2001,1968,,male
Q112162993,Juan Antonio Ntutumu,,Min. Of Health & Social Welfare,2001,2001,,,male
Q112162973,Constantino Ekong Nsue,,"Min. Of Industry, Commerce & Small Enterprises",2001,2001,,,male
Q112128541,Lucas Nguema Esono,,"Min. Of Information, Tourism & Culture",2001,2001,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2001,2001,,,male
Q55104856,Ruben Maye Nsue,,Min. Of Justice & Religion,2001,2001,,,male
,Ernesto Maria Cayetano Toherida,,Min. Of Labor & Social Promotion,2001,2001,,,male
Q112128524,Cristobal Menana Ela,,Min. Of Mines & Energy,2001,2001,,,male
Q112128545,Fortunado Ofa Mbo,,Min. Of Planning & Economic Development,2001,2001,,,male
Q112133583,Florentino Nkogo Ndong,,"Min. Of Public Works, Housing & Urban Affairs",2001,2001,,,male
Q100786539,Teresa Efua Asangono,Q112162691,Min. Of Social Affairs & Women's Development,2001,2001,,,female
,Julio Ndong Ela Mangue,,Min. Of Territorial Admin. & Local Govt.,2001,2001,,,male
Q112162993,Juan Antonio Bibang Ntutumu,,Min. Of Youth & Sports,2001,2001,,,male
Q112128527,Carlos Eyi Obama,Q112174437,"Min. Del. To Agriculture, Livestock & Rural Development",2001,2001,,,male
Q112175149,Caridad Besari Borilo,,Dep. Min. Of Civil Service & Administrative Reform,2001,2001,,,female
Q112162989,M. Jeremias Ondo Ngomo,,Dep. Min. Of Communications & Transports,2001,2001,,,male
Q1353126,Miguel Abia Biteo Boriko,,Min. Del. Of Economic Affairs & Finance,2001,2001,1961,2012,male
,Jos Ela Ebang,,"Min. Del. Of Foreign Affairs, International Cooperation & Francophone Affairs",2001,2001,,,male
Q42907516,Evangelina Oyo Ebule,,Dep. Min. Of Justice & Religion,2001,2001,,,female
Q112175244,Secundino Oyono Awong,,Dep. Min. Of Labor & Social Security,2001,2001,,,male
Q112175181,Melanio Ebendeng Nsomo,,Min. Del. Of National Defense,2001,2001,,,male
Q112162997,Manuel Nguema Mba Ma Mba,,Dep. Min. Of National Security,2001,2001,1953,2016,male
Q112162970,Carmelo Modu Acuse Bindang,,"Dep. Min. Of Public Works, Housing & Urban Affairs",2001,2001,,,male
Q24761111,Francisco Pascual Eyegue Obama Asue,,Min. Del. To The Presidency In Charge Of Youth & Sports,2001,2001,1949,,male
Q103916291,Anacleto Olo Mibuy,Q112174402,"Vice Min. Of Culture, Tourism & Crafts Promotion",2001,2001,,,male
Q29122413,Marcelino Owono Edu,,Vice Min. Of Economy & Finance,2001,2001,1963,,male
Q45320454,Filiberto Ntutumu Nguema,,Vice Min. Of Education & Science,2001,2001,,,male
,Joaquin Mecheba Ivina,,"Vice Min. Of Forestry, Fishing & Environment",2001,2001,,,male
Q112133279,Tomas Mecheba Fernandez Galilea,,Vice Min. Of Health & Social Welfare,2001,2001,,,male
,Basilio Ava,,"Vice Min. Of Industry, Commerce & Small Enterprises",2001,2001,,,male
Q112162986,Francisco Javier Ngomo Mbengono,,Vice Min. Of Justice & Religious Affairs,2001,2001,,,male
Q112133235,Antonio Javier Nguema Nchama,Q112174421,Vice Min. Of Planning & Economic Development,2001,2001,,,male
Q112128551,Alfonso Nsue Mokuy,,"Vice Min. Of Press, Radio & Television",2001,2001,,,male
Q112186226,Ceferino Eburi Matta,,"Vice Min. Of Public Works, Housing & Urban Affairs",2001,2001,,,male
Q112128482,Hilario Sisa Torrez,,Vice Min. Of Tourism & Culture,2001,2001,,,male
Q112163002,Miguel Ekua Ondo,,Sec. Of State For Energy,2001,2001,,,male
Q6554690,Lino Sima Ekua Avomo,Q112174513,Sec. Of State For International Cooperation & Francophone Affairs,2001,2001,1957,,male
Q45042829,Gabriel Mbega Obiang Lima,,Sec. Of State For Mines,2001,2001,1974,,male
Q112175158,Francisco Edu Ngua,,Sec. Of State For National Defense,2001,2001,,,male
Q63731266,Antonio Mba Nguema,,Sec. Of State For National Security,2001,2001,1952,2019,male
Q112128487,Santiago Ngua Nfumu,,"Sec. Of State For Press, Radio & Television",2001,2001,,,male
Q112133263,Melchor Esono Edjo,,Sec. Of State For Treasury & Budget,2001,2001,,,male
Q58151,Pastor Micha Ondo Bile,,Ambassador To The Us,2001,2001,1952,,male
Q103916279,Teodoro Biyogo Nsue,Q112202472,"Permanent Representative To The Un, New York",2001,2001,,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2002,2002,1942,,male
Q1149802,Candido Muatetema Rivas,,Prime Minister,2002,2002,1960,2014,male
Q108426370,Miguel Oyono Ndong Mifumu,,First Dep. Prime Min.,2002,2002,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Dep. Prime Min.,2002,2002,,,male
Q24761111,Francisco Pascual Eyegue Obama Asue,,Sec. Gen. Of The Govt.,2002,2002,1949,,male
Q112162987,Gregorio Boho Camo,,"Min. Of State For Agriculture, Fisheries & Animal Husbandry",2002,2002,,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State In Charge Of Economy & Commerce,2002,2002,,,male
Q112133229,Anatolio Ndong Mba,Q112174492,Min. Of State In Charge Of Planning & International Cooperation,2002,2002,,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State For Economy & Commerce,2002,2002,,,male
Q112128529,Antonio Fernando Nve Ngu,,Min. Of State For Education & Science,2002,2002,,,male
Q477201,Teodoro Nguema Obiang Mangu,,"Min. Of State For Forestry, Fishing & Environment",2002,2002,1968,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State For Health & Social Welfare,2002,2002,,,male
Q112128541,Lucas Nguema Esono,,"Min. Of State For Information, Tourism & Culture",2002,2002,,,male
Q602837,Ricardo Mangue Obama Nfube,,Min. Of State For Labor & Social Security,2002,2002,1961,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Min. Of State For The Interior & Local Corporations,2002,2002,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State For Missions,2002,2002,,,male
Q1353126,Miguel Abia Biteo Boriko,,Min. Of State At The Presidency In Charge Of Relations With Assemblies & Legal Matters,2002,2002,1961,2012,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State At The Presidency In Charge Of Special Duties,2002,2002,,,male
Q112128490,Marcelino Oyono Ntutumu,,Min. Of State For Transport & Communication,2002,2002,,,male
Q112162973,Constantine Eko Nsue,,"Min. Of Agriculture, Fisheries & Animal Husbandry",2002,2002,,,male
Q57898,Ignacio Milam Tang,,Min. Of Civil Service & Administrative Reforms,2002,2002,1940,,male
Q36908601,Augustin Nse Nfumu,,"Min. Of Culture, Tourism & Francophone Affairs",2002,2002,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of Economic Affairs & Finance,2002,2002,,,male
Q112128487,Santiago Ngua Nfumu,,"Min. Of Education, Science & Francophone Affairs",2002,2002,,,male
,Constantino Congue,,Min. Of Employment & Social Security,2002,2002,,,male
Q17198388,Santiago Nsobeya Efuman Nchama,,"Min. Of Foreign Affairs, International Cooperation & Francophone Affairs",2002,2002,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Forestry & Environment,2002,2002,1968,,male
Q112162993,Juan Antonio Ntutumu,,Min. Of Health & Social Welfare,2002,2002,,,male
Q112162973,Constantino Ekong Nsue,,"Min. Of Industry, Commerce & Small Enterprises",2002,2002,,,male
Q112128541,Lucas Nguema Esono,,"Min. Of Information, Tourism & Culture",2002,2002,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2002,2002,,,male
Q55104856,Ruben Maye Nsue,,Min. Of Justice & Religion,2002,2002,,,male
,Ernesto Maria Cayetano Toherida,,Min. Of Labor & Social Promotion,2002,2002,,,male
Q112128524,Cristobal Menana Ela,,Min. Of Mines & Energy,2002,2002,,,male
Q112128545,Fortunado Ofa Mbo,,Min. Of Planning & Economic Development,2002,2002,,,male
Q112133583,Florentino Nkogo Ndong,,"Min. Of Public Works, Housing & Urban Affairs",2002,2002,,,male
Q100786539,Teresa Efua Asangono,Q112162691,Min. Of Social Affairs & Women's Development,2002,2002,,,female
,Julio Ndong Ela Mangue,,Min. Of Territorial Admin. & Local Govt.,2002,2002,,,male
Q112162993,Juan Antonio Bibang Ntutumu,,Min. Of Youth & Sports,2002,2002,,,male
Q112128527,Carlos Eyi Obama,Q112174437,"Min. Del. To Agriculture, Livestock & Rural Development",2002,2002,,,male
Q112175149,Caridad Besari Borilo,,Dep. Min. Of Civil Service & Administrative Reform,2002,2002,,,female
Q112162989,M. Jeremias Ondo Ngomo,,Dep. Min. Of Communications & Transports,2002,2002,,,male
Q1353126,Miguel Abia Biteo Boriko,,Min. Del. Of Economic Affairs & Finance,2002,2002,1961,2012,male
,Jos Ela Ebang,,"Min. Del. Of Foreign Affairs, International Cooperation & Francophone Affairs",2002,2002,,,male
Q42907516,Evangelina Oyo Ebule,,Dep. Min. Of Justice & Religion,2002,2002,,,female
Q112175244,Secundino Oyono Awong,,Dep. Min. Of Labor & Social Security,2002,2002,,,male
Q112175181,Melanio Ebendeng Nsomo,,Min. Del. Of National Defense,2002,2002,,,male
Q112162997,Manuel Nguema Mba Ma Mba,,Dep. Min. Of National Security,2002,2002,1953,2016,male
Q112162970,Carmelo Modu Acuse Bindang,,"Dep. Min. Of Public Works, Housing & Urban Affairs",2002,2002,,,male
Q24761111,Francisco Pascual Eyegue Obama Asue,,Min. Del. To The Presidency In Charge Of Youth & Sports,2002,2002,1949,,male
Q103916291,Anacleto Olo Mibuy,Q112174402,"Vice Min. Of Culture, Tourism & Crafts Promotion",2002,2002,,,male
Q29122413,Marcelino Owono Edu,,Vice Min. Of Economy & Finance,2002,2002,1963,,male
Q45320454,Filiberto Ntutumu Nguema,,Vice Min. Of Education & Science,2002,2002,,,male
,Joaquin Mecheba Ivina,,"Vice Min. Of Forestry, Fishing & Environment",2002,2002,,,male
Q112133279,Tomas Mecheba Fernandez Galilea,,Vice Min. Of Health & Social Welfare,2002,2002,,,male
,Basilio Ava,,"Vice Min. Of Industry, Commerce & Small Enterprises",2002,2002,,,male
Q112162986,Francisco Javier Ngomo Mbengono,,Vice Min. Of Justice & Religious Affairs,2002,2002,,,male
Q112133235,Antonio Javier Nguema Nchama,Q112174421,Vice Min. Of Planning & Economic Development,2002,2002,,,male
Q112128551,Alfonso Nsue Mokuy,,"Vice Min. Of Press, Radio & Television",2002,2002,,,male
Q112186226,Ceferino Eburi Matta,,"Vice Min. Of Public Works, Housing & Urban Affairs",2002,2002,,,male
Q112128482,Hilario Sisa Torrez,,Vice Min. Of Tourism & Culture,2002,2002,,,male
Q112163002,Miguel Ekua Ondo,,Sec. Of State For Energy,2002,2002,,,male
Q6554690,Lino Sima Ekua Avomo,Q112174513,Sec. Of State For International Cooperation & Francophone Affairs,2002,2002,1957,,male
Q45042829,Gabriel Mbega Obiang Lima,,Sec. Of State For Mines,2002,2002,1974,,male
Q112175158,Francisco Edu Ngua,,Sec. Of State For National Defense,2002,2002,,,male
Q63731266,Antonio Mba Nguema,,Sec. Of State For National Security,2002,2002,1952,2019,male
Q112128487,Santiago Ngua Nfumu,,"Sec. Of State For Press, Radio & Television",2002,2002,,,male
Q112133263,Melchor Esono Edjo,,Sec. Of State For Treasury & Budget,2002,2002,,,male
Q58151,Pastor Micha Ondo Bile,,Ambassador To The Us,2002,2002,1952,,male
Q103916279,Teodoro Biyogo Nsue,Q112202472,"Permanent Representative To The Un, New York",2002,2002,,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2003,2003,1942,,male
Q1149802,Candido Muatetema Rivas,,Prime Minister,2003,2003,1960,2014,male
Q108426370,Miguel Oyono Ndong Mifumu,,First Dep. Prime Min.,2003,2003,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Dep. Prime Min.,2003,2003,,,male
Q24761111,Francisco Pascual Eyegue Obama Asue,,Sec. Gen. Of The Govt.,2003,2003,1949,,male
Q112162987,Gregorio Boho Camo,,"Min. Of State For Agriculture, Fisheries & Animal Husbandry",2003,2003,,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State In Charge Of Economy & Commerce,2003,2003,,,male
Q112133229,Anatolio Ndong Mba,Q112174492,Min. Of State In Charge Of Planning & International Cooperation,2003,2003,,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State For Economy & Commerce,2003,2003,,,male
Q112128529,Antonio Fernando Nve Ngu,,Min. Of State For Education & Science,2003,2003,,,male
Q477201,Teodoro Nguema Obiang Mangu,,"Min. Of State For Forestry, Fishing & Environment",2003,2003,1968,,male
Q55104853,Marcelino Nguema Onguene,,Min. Of State For Health & Social Welfare,2003,2003,,,male
Q112128541,Lucas Nguema Esono,,"Min. Of State For Information, Tourism & Culture",2003,2003,,,male
Q602837,Ricardo Mangue Obama Nfube,,Min. Of State For Labor & Social Security,2003,2003,1961,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Min. Of State For The Interior & Local Corporations,2003,2003,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State For Missions,2003,2003,,,male
Q1353126,Miguel Abia Biteo Boriko,,Min. Of State At The Presidency In Charge Of Relations With Assemblies & Legal Matters,2003,2003,1961,2012,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State At The Presidency In Charge Of Special Duties,2003,2003,,,male
Q112128490,Marcelino Oyono Ntutumu,,Min. Of State For Transport & Communication,2003,2003,,,male
Q112162973,Constantine Eko Nsue,,"Min. Of Agriculture, Fisheries & Animal Husbandry",2003,2003,,,male
Q57898,Ignacio Milam Tang,,Min. Of Civil Service & Administrative Reforms,2003,2003,1940,,male
Q36908601,Augustin Nse Nfumu,,"Min. Of Culture, Tourism & Francophone Affairs",2003,2003,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of Economic Affairs & Finance,2003,2003,,,male
Q112128487,Santiago Ngua Nfumu,,"Min. Of Education, Science & Francophone Affairs",2003,2003,,,male
,Constantino Congue,,Min. Of Employment & Social Security,2003,2003,,,male
Q17198388,Santiago Nsobeya Efuman Nchama,,"Min. Of Foreign Affairs, International Cooperation & Francophone Affairs",2003,2003,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Forestry & Environment,2003,2003,1968,,male
Q112162993,Juan Antonio Ntutumu,,Min. Of Health & Social Welfare,2003,2003,,,male
Q112162973,Constantino Ekong Nsue,,"Min. Of Industry, Commerce & Small Enterprises",2003,2003,,,male
Q112128541,Lucas Nguema Esono,,"Min. Of Information, Tourism & Culture",2003,2003,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2003,2003,,,male
Q55104856,Ruben Maye Nsue,,Min. Of Justice & Religion,2003,2003,,,male
,Ernesto Maria Cayetano Toherida,,Min. Of Labor & Social Promotion,2003,2003,,,male
Q112128524,Cristobal Menana Ela,,Min. Of Mines & Energy,2003,2003,,,male
Q112128545,Fortunado Ofa Mbo,,Min. Of Planning & Economic Development,2003,2003,,,male
Q112133583,Florentino Nkogo Ndong,,"Min. Of Public Works, Housing & Urban Affairs",2003,2003,,,male
Q100786539,Teresa Efua Asangono,Q112162691,Min. Of Social Affairs & Women's Development,2003,2003,,,female
,Julio Ndong Ela Mangue,,Min. Of Territorial Admin. & Local Govt.,2003,2003,,,male
Q112162993,Juan Antonio Bibang Ntutumu,,Min. Of Youth & Sports,2003,2003,,,male
Q112128527,Carlos Eyi Obama,Q112174437,"Min. Del. To Agriculture, Livestock & Rural Development",2003,2003,,,male
Q112175149,Caridad Besari Borilo,,Dep. Min. Of Civil Service & Administrative Reform,2003,2003,,,female
Q112162989,M. Jeremias Ondo Ngomo,,Dep. Min. Of Communications & Transports,2003,2003,,,male
Q1353126,Miguel Abia Biteo Boriko,,Min. Del. Of Economic Affairs & Finance,2003,2003,1961,2012,male
,Jos Ela Ebang,,"Min. Del. Of Foreign Affairs, International Cooperation & Francophone Affairs",2003,2003,,,male
Q42907516,Evangelina Oyo Ebule,,Dep. Min. Of Justice & Religion,2003,2003,,,female
Q112175244,Secundino Oyono Awong,,Dep. Min. Of Labor & Social Security,2003,2003,,,male
Q112175181,Melanio Ebendeng Nsomo,,Min. Del. Of National Defense,2003,2003,,,male
Q112162997,Manuel Nguema Mba Ma Mba,,Dep. Min. Of National Security,2003,2003,1953,2016,male
Q112162970,Carmelo Modu Acuse Bindang,,"Dep. Min. Of Public Works, Housing & Urban Affairs",2003,2003,,,male
Q24761111,Francisco Pascual Eyegue Obama Asue,,Min. Del. To The Presidency In Charge Of Youth & Sports,2003,2003,1949,,male
Q103916291,Anacleto Olo Mibuy,Q112174402,"Vice Min. Of Culture, Tourism & Crafts Promotion",2003,2003,,,male
Q29122413,Marcelino Owono Edu,,Vice Min. Of Economy & Finance,2003,2003,1963,,male
Q45320454,Filiberto Ntutumu Nguema,,Vice Min. Of Education & Science,2003,2003,,,male
,Joaquin Mecheba Ivina,,"Vice Min. Of Forestry, Fishing & Environment",2003,2003,,,male
Q112133279,Tomas Mecheba Fernandez Galilea,,Vice Min. Of Health & Social Welfare,2003,2003,,,male
,Basilio Ava,,"Vice Min. Of Industry, Commerce & Small Enterprises",2003,2003,,,male
Q112162986,Francisco Javier Ngomo Mbengono,,Vice Min. Of Justice & Religious Affairs,2003,2003,,,male
Q112133235,Antonio Javier Nguema Nchama,Q112174421,Vice Min. Of Planning & Economic Development,2003,2003,,,male
Q112128551,Alfonso Nsue Mokuy,,"Vice Min. Of Press, Radio & Television",2003,2003,,,male
Q112186226,Ceferino Eburi Matta,,"Vice Min. Of Public Works, Housing & Urban Affairs",2003,2003,,,male
Q112128482,Hilario Sisa Torrez,,Vice Min. Of Tourism & Culture,2003,2003,,,male
Q112163002,Miguel Ekua Ondo,,Sec. Of State For Energy,2003,2003,,,male
Q6554690,Lino Sima Ekua Avomo,Q112174513,Sec. Of State For International Cooperation & Francophone Affairs,2003,2003,1957,,male
Q45042829,Gabriel Mbega Obiang Lima,,Sec. Of State For Mines,2003,2003,1974,,male
Q112175158,Francisco Edu Ngua,,Sec. Of State For National Defense,2003,2003,,,male
Q63731266,Antonio Mba Nguema,,Sec. Of State For National Security,2003,2003,1952,2019,male
Q112128487,Santiago Ngua Nfumu,,"Sec. Of State For Press, Radio & Television",2003,2003,,,male
Q112133263,Melchor Esono Edjo,,Sec. Of State For Treasury & Budget,2003,2003,,,male
Q58151,Pastor Micha Ondo Bile,,Ambassador To The Us,2003,2003,1952,,male
Q6554690,Lino Sima Ekua Avomo,Q112202472,"Permanent Representative To The Un, New York",2003,2003,1957,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2004,2004,1942,,male
Q1353126,Miguel Abia Biteo Boriko,,Prime Minister,2004,2004,1961,2012,male
Q112128490,Marcelino Oyono Ntutumu,,First Vice Prime Min.,2004,2004,,,male
Q602837,Ricardo Mangue Obama Nfube,,Second Vice Prime Min.,2004,2004,1961,,male
Q112162962,Antonio Martin Ndong Ntutumu,,Sec. Gen. Of The Government,2004,2004,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2004,2004,1968,,male
Q112128530,Jaime Ela Ndong,,"Min. Of Economy, Commerce & Promotion",2004,2004,,,male
Q112128524,Cristobal Menana Ela,,"Min. Of Education, Science & Sports",2004,2004,,,male
Q29122413,Marcelino Owono Edu,,Min. Of Finance & Budget,2004,2004,1963,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, International Cooperation & Francophone Affairs",2004,2004,1952,,male
Q112128551,Alfonso Nsue Mokuy,,"Min. Of Information, Tourism & Culture",2004,2004,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2004,2004,,,male
Q112128540,Angel Masie Mibuy,,"Min. Of Justice, Culture & Penitentiary Institutions",2004,2004,,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2004,2004,1952,2019,male
Q112162997,Manuel Nguema Mba Ma Mba,,Min. Of National Security,2004,2004,1953,2016,male
Q112128507,Antanasio Ela Ntugu Nsa,,"Min. Of Mines, Industry & Energy",2004,2004,,,male
Q112162970,Carmelo Modu Acuse Bindang,,"Min. Of Planning, Economic Development & Public Investment",2004,2004,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2004,2004,,,male
Q112133587,Enrique Mercader Costa,,Min. Of Travel & Social Security,2004,2004,,,male
