id,name,positionItem,position,start,end,dob,dod,gender
Q112128556,Aniceto Ebiaka Moete,,Min. Of Urban Planning,2004,2004,,,male
Q112128467,Jesusa Obono Engono,,Min. Of Women's Affairs,2004,2004,,,female
Q58151,Pastor Micha Ondo Bile,,Ambassador To The Us,2004,2004,1952,,male
Q6554690,Lino Sima Ekua Avomo,Q112202472,"Permanent Representative To The Un, New York",2004,2004,1957,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2005,2005,1942,,male
Q1353126,Miguel Abia Biteo Boriko,,Prime Minister,2005,2005,1961,2012,male
Q112128490,Marcelino Oyono Ntutumu,,First Vice Prime Min.,2005,2005,,,male
Q602837,Ricardo Mangue Obama Nfube,,Second Vice Prime Min.,2005,2005,1961,,male
Q112162962,Antonio Martin Ndong Ntutumu,,Sec. Gen. Of The Government,2005,2005,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2005,2005,1968,,male
Q112128530,Jaime Ela Ndong,,"Min. Of Economy, Commerce & Promotion",2005,2005,,,male
Q112128524,Cristobal Menana Ela,,"Min. Of Education, Science & Sports",2005,2005,,,male
Q29122413,Marcelino Owono Edu,,Min. Of Finance & Budget,2005,2005,1963,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, International Cooperation & Francophone Affairs",2005,2005,1952,,male
Q112128551,Alfonso Nsue Mokuy,,"Min. Of Information, Tourism & Culture",2005,2005,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2005,2005,,,male
Q112128540,Angel Masie Mibuy,,"Min. Of Justice, Culture & Penitentiary Institutions",2005,2005,,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2005,2005,1952,2019,male
Q112162997,Manuel Nguema Mba Ma Mba,,Min. Of National Security,2005,2005,1953,2016,male
Q112128507,Antanasio Ela Ntugu Nsa,,"Min. Of Mines, Industry & Energy",2005,2005,,,male
Q112162970,Carmelo Modu Acuse Bindang,,"Min. Of Planning, Economic Development & Public Investment",2005,2005,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2005,2005,,,male
Q112133587,Enrique Mercader Costa,,Min. Of Travel & Social Security,2005,2005,,,male
Q112128556,Aniceto Ebiaka Moete,,Min. Of Urban Planning,2005,2005,,,male
Q112128467,Jesusa Obono Engono,,Min. Of Women's Affairs,2005,2005,,,female
Q58151,Pastor Micha Ondo Bile,,Ambassador To The Us,2005,2005,1952,,male
Q6554690,Lino Sima Ekua Avomo,Q112202472,"Permanent Representative To The Un, New York",2005,2005,1957,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2006,2006,1942,,male
Q1353126,Miguel Abia Biteo Boriko,,Prime Minister,2006,2006,1961,2012,male
Q112128490,Marcelino Oyono Ntutumu,,First Vice Prime Min.,2006,2006,,,male
Q602837,Ricardo Mangue Obama Nfube,,Second Vice Prime Min.,2006,2006,1961,,male
Q112162962,Antonio Martin Ndong Ntutumu,,Sec. Gen. Of The Government,2006,2006,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2006,2006,1968,,male
Q112128530,Jaime Ela Ndong,,"Min. Of Economy, Commerce & Promotion",2006,2006,,,male
Q112128524,Cristobal Menana Ela,,"Min. Of Education, Science & Sports",2006,2006,,,male
Q29122413,Marcelino Owono Edu,,Min. Of Finance & Budget,2006,2006,1963,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, International Cooperation & Francophone Affairs",2006,2006,1952,,male
Q112128551,Alfonso Nsue Mokuy,,"Min. Of Information, Tourism & Culture",2006,2006,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2006,2006,,,male
Q112128540,Angel Masie Mibuy,,"Min. Of Justice, Culture & Penitentiary Institutions",2006,2006,,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2006,2006,1952,2019,male
Q112162997,Manuel Nguema Mba Ma Mba,,Min. Of National Security,2006,2006,1953,2016,male
Q112128507,Antanasio Ela Ntugu Nsa,,"Min. Of Mines, Industry & Energy",2006,2006,,,male
Q112162970,Carmelo Modu Acuse Bindang,,"Min. Of Planning, Economic Development & Public Investment",2006,2006,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2006,2006,,,male
Q112133587,Enrique Mercader Costa,,Min. Of Travel & Social Security,2006,2006,,,male
Q112128556,Aniceto Ebiaka Moete,,Min. Of Urban Planning,2006,2006,,,male
Q112128467,Jesusa Obono Engono,,Min. Of Women's Affairs,2006,2006,,,female
Q28532112,Purificacion Angue Ondo,,Ambassador To The Us,2006,2006,1945,,female
Q6554690,Lino Sima Ekua Avomo,Q112202472,"Permanent Representative To The Un, New York",2006,2006,1957,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2007,2007,1942,,male
Q602837,Ricardo Mangue Obama Nfube,,Prime Min.,2007,2007,1961,,male
Q112128556,Aniceto Ebiaka Moete,,First Vice Prime Min. In Charge Of Human Rights,2007,2007,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Second Vice Prime Min. In Charge Of The Interior,2007,2007,,,male
Q112128545,Fortunado Ofa Mbo,,Sec. Gen. Of The Govt. In Charge Of Administrative Coordination,2007,2007,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2007,2007,1968,,male
Q2201806,Vincente Ehate Tomi,,Min. Of Civil Service & Adminstrative Planning,2007,2007,1968,,male
Q112128530,Jaime Ela Ndong,,"Min. Of Economy, Commerce & Promotion",2007,2007,,,male
Q112128524,Cristobal Menana Ela,,"Min. Of Education, Science & Sports",2007,2007,,,male
Q29122413,Marcelino Owono Edu,,Min. Of Finance & Budget,2007,2007,1963,,male
Q112133280,Vincente Rodriguez Siosa,,Min. Of Fishing & The Environment,2007,2007,,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, Intl. Cooperation & Francophone Affairs",2007,2007,1952,,male
Q112162962,Antonio Martin Ndong Ntutumu,,Min. Of Health,2007,2007,,,male
Q17198388,Santiago Nsobeya Efuman Nchama,,"Min. Of Information, Culture, Tourism & Govt. Spokesman",2007,2007,,,male
Q112162984,Fidel Nsue Micha,,Min. Of Infrastructure & Urban Planning,2007,2007,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of Integration,2007,2007,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2007,2007,,,male
Q112128491,Mauricio Bokung Asumu,,"Min. Of Justice, Culture & Penitentiary Institutions",2007,2007,,,male
Q42907516,Evangelina Oyo Ebule,,Min. Of Labor & Social Security,2007,2007,,,female
Q112128507,Antanasio Ela Ntugu Nsa,,"Min. Of Mines, Industry & Energy",2007,2007,,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2007,2007,1952,2019,male
Q112162997,Manuel Nguema Mba Ma Mba,,Min. Of National Security,2007,2007,1953,2016,male
Q112162991,Jose Ela Oyana,,"Min. Of Planning, Economic Development & Public Investment",2007,2007,,,male
Q112133245,Eulalia Envo Bela,,Min. Of Social Affairs & The Promotion Of Women,2007,2007,,,female
Q112128517,Demetrio Elo Ndong Nsefumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2007,2007,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. At The Presidency In Charge Of Missions,2007,2007,,,male
Q112162970,Carmelo Modu Acuse Bindang,,Min. At The Presidency In Charge Of Political Affairs & Admin.,2007,2007,,,male
Q112128551,Alfonso Nsue Mokuy,,"Min. At The Presidency In Charge Of Information, Culture & Tourism",2007,2007,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With Parliament,2007,2007,,,male
Q28532112,Purificacion Angue Ondo,,Ambassador To The Us,2007,2007,1945,,female
Q6554690,Lino Sima Ekua Avomo,Q112202472,"Permanent Representative To The Un, New York",2007,2007,1957,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2008,2008,1942,,male
Q602837,Ricardo Mangue Obama Nfube,,Prime Min.,2008,2008,1961,,male
Q112128556,Aniceto Ebiaka Moete,,First Vice Prime Min. In Charge Of Human Rights,2008,2008,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Second Vice Prime Min. In Charge Of The Interior,2008,2008,,,male
Q112128545,Fortunado Ofa Mbo,,Sec. Gen. Of The Govt. In Charge Of Administrative Coordination,2008,2008,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2008,2008,1968,,male
Q2201806,Vincente Ehate Tomi,,Min. Of Civil Service & Adminstrative Planning,2008,2008,1968,,male
Q112128530,Jaime Ela Ndong,,"Min. Of Economy, Commerce & Promotion",2008,2008,,,male
Q112128524,Cristobal Menana Ela,,"Min. Of Education, Science & Sports",2008,2008,,,male
Q29122413,Marcelino Owono Edu,,Min. Of Finance & Budget,2008,2008,1963,,male
Q112133280,Vincente Rodriguez Siosa,,Min. Of Fishing & The Environment,2008,2008,,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, Intl. Cooperation & Francophone Affairs",2008,2008,1952,,male
Q112162962,Antonio Martin Ndong Ntutumu,,Min. Of Health,2008,2008,,,male
Q17198388,Santiago Nsobeya Efuman Nchama,,"Min. Of Information, Culture, Tourism & Govt. Spokesman",2008,2008,,,male
Q112162984,Fidel Nsue Micha,,Min. Of Infrastructure & Urban Planning,2008,2008,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of Integration,2008,2008,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2008,2008,,,male
Q112128491,Mauricio Bokung Asumu,,"Min. Of Justice, Culture & Penitentiary Institutions",2008,2008,,,male
Q42907516,Evangelina Oyo Ebule,,Min. Of Labor & Social Security,2008,2008,,,female
Q112128507,Antanasio Ela Ntugu Nsa,,"Min. Of Mines, Industry & Energy",2008,2008,,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2008,2008,1952,2019,male
Q112162997,Manuel Nguema Mba Ma Mba,,Min. Of National Security,2008,2008,1953,2016,male
Q112162991,Jose Ela Oyana,,"Min. Of Planning, Economic Development & Public Investment",2008,2008,,,male
Q112133245,Eulalia Envo Bela,,Min. Of Social Affairs & The Promotion Of Women,2008,2008,,,female
Q112128517,Demetrio Elo Ndong Nsefumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2008,2008,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. At The Presidency In Charge Of Missions,2008,2008,,,male
Q112162970,Carmelo Modu Acuse Bindang,,Min. At The Presidency In Charge Of Political Affairs & Admin.,2008,2008,,,male
Q112128551,Alfonso Nsue Mokuy,,"Min. At The Presidency In Charge Of Information, Culture & Tourism",2008,2008,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With Parliament,2008,2008,,,male
Q28532112,Purificacion Angue Ondo,,Ambassador To The Us,2008,2008,1945,,female
Q6554690,Lino Sima Ekua Avomo,Q112202472,"Permanent Representative To The Un, New York",2008,2008,1957,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2009,2009,1942,,male
Q602837,Ricardo Mangue Obama Nfube,,Prime Min.,2009,2009,1961,,male
Q112128556,Aniceto Ebiaka Moete,,First Vice Prime Min. In Charge Of Human Rights,2009,2009,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Second Vice Prime Min. In Charge Of The Interior,2009,2009,,,male
Q112128545,Fortunado Ofa Mbo,,Sec. Gen. Of The Govt. In Charge Of Admin. Coordination,2009,2009,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2009,2009,1968,,male
Q2201806,Vincente Ehate Tomi,,Min. Of Civil Service & Admin. Planning,2009,2009,1968,,male
Q112128530,Jaime Ela Ndong,,"Min. Of Economy, Commerce & Promotion",2009,2009,,,male
Q112128524,Cristobal Menana Ela,,"Min. Of Education, Science & Sports",2009,2009,,,male
Q29122413,Marcelino Owono Edu,,Min. Of Finance & Budget,2009,2009,1963,,male
Q112133280,Vincente Rodriguez Siosa,,Min. Of Fishing & The Environment,2009,2009,,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, Intl. Cooperation & Francophone Affairs",2009,2009,1952,,male
Q112162962,Antonio Martin Ndong Ntutumu,,Min. Of Health,2009,2009,,,male
Q17198388,Santiago Nsobeya Efuman Nchama,,"Min. Of Information, Culture, Tourism & Govt. Spokesman",2009,2009,,,male
Q112162984,Fidel Nsue Micha,,Min. Of Infrastructure & Urban Planning,2009,2009,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of Integration,2009,2009,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2009,2009,,,male
Q112128491,Mauricio Bokung Asumu,,"Min. Of Justice, Culture & Penitentiary Institutions",2009,2009,,,male
Q42907516,Evangelina Oyo Ebule,,Min. Of Labor & Social Security,2009,2009,,,female
Q112128507,Antanasio Ela Ntugu Nsa,,"Min. Of Mines, Industry & Energy",2009,2009,,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2009,2009,1952,2019,male
Q112162997,Manuel Nguema Mba Ma Mba,,Min. Of National Security,2009,2009,1953,2016,male
Q112162991,Jose Ela Oyana,,"Min. Of Planning, Economic Development & Public Investment",2009,2009,,,male
Q112133245,Eulalia Envo Bela,,Min. Of Social Affairs & The Promotion Of Women,2009,2009,,,female
Q112128517,Demetrio Elo Ndong Nsefumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2009,2009,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. At The Presidency In Charge Of Missions,2009,2009,,,male
Q112162970,Carmelo Modu Acuse Bindang,,Min. At The Presidency In Charge Of Political Affairs & Admin.,2009,2009,,,male
Q112128551,Alfonso Nsue Mokuy,,"Min. At The Presidency In Charge Of Information, Culture & Tourism",2009,2009,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With Parliament,2009,2009,,,male
Q28532112,Purificacion Angue Ondo,,Ambassador To The Us,2009,2009,1945,,female
Q6554690,Lino Sima Ekua Avomo,Q112202472,"Permanent Representative To The Un, New York",2009,2009,1957,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2010,2010,1942,,male
Q602837,Ricardo Mangue Obama Nfube,,Prime Min.,2010,2010,1961,,male
Q112128556,Aniceto Ebiaka Moete,,First Vice Prime Min. In Charge Of Human Rights,2010,2010,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Second Vice Prime Min. In Charge Of The Interior,2010,2010,,,male
Q112128545,Fortunado Ofa Mbo,,Sec. Gen. Of The Govt. In Charge Of Admin. Coordination,2010,2010,,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2010,2010,1968,,male
Q2201806,Vincente Ehate Tomi,,Min. Of Civil Service & Admin. Planning,2010,2010,1968,,male
Q112128530,Jaime Ela Ndong,,"Min. Of Economy, Commerce & Promotion",2010,2010,,,male
Q112128524,Cristobal Menana Ela,,"Min. Of Education, Science & Sports",2010,2010,,,male
Q29122413,Marcelino Owono Edu,,Min. Of Finance & Budget,2010,2010,1963,,male
Q112133280,Vincente Rodriguez Siosa,,Min. Of Fishing & The Environment,2010,2010,,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, Intl. Cooperation & Francophone Affairs",2010,2010,1952,,male
Q112162962,Antonio Martin Ndong Ntutumu,,Min. Of Health,2010,2010,,,male
Q17198388,Santiago Nsobeya Efuman Nchama,,"Min. Of Information, Culture, Tourism & Govt. Spokesman",2010,2010,,,male
Q112162984,Fidel Nsue Micha,,Min. Of Infrastructure & Urban Planning,2010,2010,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of Integration,2010,2010,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Interior & Local Corporations,2010,2010,,,male
Q112128491,Mauricio Bokung Asumu,,"Min. Of Justice, Culture & Penitentiary Institutions",2010,2010,,,male
Q42907516,Evangelina Oyo Ebule,,Min. Of Labor & Social Security,2010,2010,,,female
Q112128507,Antanasio Ela Ntugu Nsa,,"Min. Of Mines, Industry & Energy",2010,2010,,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2010,2010,1952,2019,male
Q112162997,Manuel Nguema Mba Ma Mba,,Min. Of National Security,2010,2010,1953,2016,male
Q112162991,Jose Ela Oyana,,"Min. Of Planning, Economic Development & Public Investment",2010,2010,,,male
Q112133245,Eulalia Envo Bela,,Min. Of Social Affairs & The Promotion Of Women,2010,2010,,,female
Q112128517,Demetrio Elo Ndong Nsefumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2010,2010,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. At The Presidency In Charge Of Missions,2010,2010,,,male
Q112162970,Carmelo Modu Acuse Bindang,,Min. At The Presidency In Charge Of Political Affairs & Admin.,2010,2010,,,male
Q112128551,Alfonso Nsue Mokuy,,"Min. At The Presidency In Charge Of Information, Culture & Tourism",2010,2010,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With Parliament,2010,2010,,,male
Q28532112,Purificacion Angue Ondo,,Ambassador To The Us,2010,2010,1945,,female
Q6554690,Lino Sima Ekua Avomo,Q112202472,"Permanent Representative To The Un, New York",2010,2010,1957,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2011,2011,1942,,male
Q57898,Ignacio Milam Tang,,Prime Min.,2011,2011,1940,,male
Q112128556,Aniceto Ebiaka Moete,,First Vice Prime Min. In Charge Of Economic & Financial Affairs,2011,2011,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Second Vice Prime Min. In Charge Of Political & Democracy Affairs,2011,2011,,,male
Q112128523,Salomon Nguema Owono,,Third Vice Prime Min. In Charge Of Social & Human Rights Affairs,2011,2011,,,male
Q2201806,Vincente Ehate Tomi,,Sec. Gen. Of The Govt. In Charge Of Admin. Coordination,2011,2011,1968,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2011,2011,1968,,male
Q112133405,Francisca Tatchoup Belope,,"Min. Of Economy, Commerce & Business Development",2011,2011,,,female
Q112162990,Joaquin Nbana Nchama,,"Min. Of Education, Science & Sports",2011,2011,,,male
Q112133263,Melchor Esono Edjo,,Min. Of Finance & Budget,2011,2011,,,male
Q112133227,Anastasio Asumu Mum Munoz,,Min. Of Fishing & The Environment,2011,2011,,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, Intl. Cooperation & Francophone Affairs",2011,2011,1952,,male
Q112128523,Salomon Nguema Owono,,Min. Of Health & Social Welfare,2011,2011,,,male
Q3177434,Jeronimo Osa Osa Ecoro,,"Min. Of Information, Culture, Tourism & Govt. Spokesman",2011,2011,1963,,male
Q112162986,Francisco Javier Ngomo Mbengono,,"Min. Of Justice, Religious Affairs & Penitentiary Institutions",2011,2011,,,male
Q112162980,Estanislao Don Malavo,,Min. Of Labor & Social Security,2011,2011,,,male
Q29122413,Marcelino Owono Edu,,"Min. Of Mines, Industry & Energy",2011,2011,1963,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2011,2011,1952,2019,male
Q112163007,Nicolas Obama Nchama,,Min. Of National Security,2011,2011,,,male
Q112162991,Jose Ela Oyana,,"Min. Of Planning, Economic Development & Public Investment",2011,2011,,,male
Q112163018,Tomas Esono Ava,,Min. Of Public Admin. & Admin. Planning,2011,2011,,,male
Q112128490,Marcelino Oyono Ntutumu,,Min. Of Public Works & Infrastructures,2011,2011,,,male
Q112133245,Eulalia Envo Bela,,Min. Of Social Affairs & The Promotion Of Women,2011,2011,,,female
Q112128491,Mauricio Bokung Asumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2011,2011,,,male
Q112162969,Braulio Ncogo Abegue,,Min. At The Presidency In Charge Of Civil Cabinet,2011,2011,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. At The Presidency In Charge Of Missions,2011,2011,,,male
Q112162967,Baltasar Engonga Edjo,,Min. At The Presidency In Charge Of Regional Integration,2011,2011,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With Parliament,2011,2011,,,male
Q28532112,Purificacion Angue Ondo,,Ambassador To The Us,2011,2011,1945,,female
Q112133229,Anatolio Ndong Mba,Q112202472,"Permanent Representative To The Un, New York",2011,2011,,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2012,2012,1942,,male
Q57898,Ignacio Milam Tang,,Prime Min.,2012,2012,1940,,male
Q112128556,Aniceto Ebiaka Moete,,First Vice Prime Min. In Charge Of Economic & Financial Affairs,2012,2012,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Second Vice Prime Min. In Charge Of Political & Democracy Affairs,2012,2012,,,male
Q112128523,Salomon Nguema Owono,,Third Vice Prime Min. In Charge Of Social & Human Rights Affairs,2012,2012,,,male
Q2201806,Vincente Ehate Tomi,,Sec. Gen. Of The Govt. In Charge Of Admin. Coordination,2012,2012,1968,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2012,2012,1968,,male
Q112133405,Francisca Tatchoup Belope,,"Min. Of Economy, Commerce & Business Development",2012,2012,,,female
Q112162990,Joaquin Nbana Nchama,,"Min. Of Education, Science & Sports",2012,2012,,,male
Q112133263,Melchor Esono Edjo,,Min. Of Finance & Budget,2012,2012,,,male
Q112133227,Anastasio Asumu Mum Munoz,,Min. Of Fishing & The Environment,2012,2012,,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, Intl. Cooperation & Francophone Affairs",2012,2012,1952,,male
Q112128523,Salomon Nguema Owono,,Min. Of Health & Social Welfare,2012,2012,,,male
Q3177434,Jeronimo Osa Osa Ecoro,,"Min. Of Information, Culture, Tourism & Govt. Spokesman",2012,2012,1963,,male
Q112162986,Francisco Javier Ngomo Mbengono,,"Min. Of Justice, Religious Affairs & Penitentiary Institutions",2012,2012,,,male
Q112162980,Estanislao Don Malavo,,Min. Of Labor & Social Security,2012,2012,,,male
Q29122413,Marcelino Owono Edu,,"Min. Of Mines, Industry & Energy",2012,2012,1963,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2012,2012,1952,2019,male
Q112163007,Nicolas Obama Nchama,,Min. Of National Security,2012,2012,,,male
Q112162991,Jose Ela Oyana,,"Min. Of Planning, Economic Development & Public Investment",2012,2012,,,male
Q112163018,Tomas Esono Ava,,Min. Of Public Admin. & Admin. Planning,2012,2012,,,male
Q112128490,Marcelino Oyono Ntutumu,,Min. Of Public Works & Infrastructures,2012,2012,,,male
Q112133245,Eulalia Envo Bela,,Min. Of Social Affairs & The Promotion Of Women,2012,2012,,,female
Q112128491,Mauricio Bokung Asumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2012,2012,,,male
Q112162969,Braulio Ncogo Abegue,,Min. At The Presidency In Charge Of Civil Cabinet,2012,2012,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. At The Presidency In Charge Of Missions,2012,2012,,,male
Q112162967,Baltasar Engonga Edjo,,Min. At The Presidency In Charge Of Regional Integration,2012,2012,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With Parliament,2012,2012,,,male
Q28532112,Purificacion Angue Ondo,,Ambassador To The Us,2012,2012,1945,,female
Q112133229,Anatolio Ndong Mba,Q112202472,"Permanent Representative To The Un, New York",2012,2012,,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2013,2013,1942,,male
Q57898,Ignacio Milam Tang,,Prime Min.,2013,2013,1940,,male
Q112128556,Aniceto Ebiaka Moete,,First Vice Prime Min. In Charge Of Economic & Financial Affairs,2013,2013,,,male
Q112128517,Demetrio Elo Ndong Nsefumu,,Second Vice Prime Min. In Charge Of Political & Democracy Affairs,2013,2013,,,male
Q112128523,Salomon Nguema Owono,,Third Vice Prime Min. In Charge Of Social & Human Rights Affairs,2013,2013,,,male
Q2201806,Vincente Ehate Tomi,,Sec. Gen. Of The Govt. In Charge Of Admin. Coordination,2013,2013,1968,,male
Q477201,Teodoro Nguema Obiang Mangu,,Min. Of Agriculture & Forests,2013,2013,1968,,male
Q112133405,Francisca Tatchoup Belope,,"Min. Of Economy, Commerce & Business Development",2013,2013,,,female
Q112162990,Joaquin Nbana Nchama,,"Min. Of Education, Science & Sports",2013,2013,,,male
Q112133263,Melchor Esono Edjo,,Min. Of Finance & Budget,2013,2013,,,male
Q112133227,Anastasio Asumu Mum Munoz,,Min. Of Fishing & The Environment,2013,2013,,,male
Q58151,Pastor Micha Ondo Bile,,"Min. Of Foreign Affairs, Intl. Cooperation & Francophone Affairs",2013,2013,1952,,male
Q112128523,Salomon Nguema Owono,,Min. Of Health & Social Welfare,2013,2013,,,male
Q3177434,Jeronimo Osa Osa Ecoro,,"Min. Of Information, Culture, Tourism & Govt. Spokesman",2013,2013,1963,,male
Q112162986,Francisco Javier Ngomo Mbengono,,"Min. Of Justice, Religious Affairs & Penitentiary Institutions",2013,2013,,,male
Q112162980,Estanislao Don Malavo,,Min. Of Labor & Social Security,2013,2013,,,male
Q29122413,Marcelino Owono Edu,,"Min. Of Mines, Industry & Energy",2013,2013,1963,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2013,2013,1952,2019,male
Q112163007,Nicolas Obama Nchama,,Min. Of National Security,2013,2013,,,male
Q112162991,Jose Ela Oyana,,"Min. Of Planning, Economic Development & Public Investment",2013,2013,,,male
Q112163018,Tomas Esono Ava,,Min. Of Public Admin. & Admin. Planning,2013,2013,,,male
Q112128490,Marcelino Oyono Ntutumu,,Min. Of Public Works & Infrastructures,2013,2013,,,male
Q112133245,Eulalia Envo Bela,,Min. Of Social Affairs & The Promotion Of Women,2013,2013,,,female
Q112128491,Mauricio Bokung Asumu,,"Min. Of Transportation, Technology & Posts & Telecommunications",2013,2013,,,male
Q112162969,Braulio Ncogo Abegue,,Min. At The Presidency In Charge Of Civil Cabinet,2013,2013,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. At The Presidency In Charge Of Missions,2013,2013,,,male
Q112162967,Baltasar Engonga Edjo,,Min. At The Presidency In Charge Of Regional Integration,2013,2013,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With Parliament,2013,2013,,,male
Q28532112,Purificacion Angue Ondo,,Ambassador To The Us,2013,2013,1945,,female
Q112133229,Anatolio Ndong Mba,Q112202472,"Permanent Representative To The Un, New York",2013,2013,,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2014,2014,1942,,male
Q57898,Ignacio Milam Tang,,First Vice President In Charge Of Economic & Financial Affairs,2014,2014,1940,,male
Q477201,Teodoro Nguema Obiang Mangu,,Second Vice President In Charge Of Political & Democracy Affairs,2014,2014,1968,,male
Q2201806,Vincente Ehate Tomi,,Prime Min. In Charge Of Admin Coordination,2014,2014,1968,,male
Q112162972,Clemente Engonga Nguema Onguene,,First Dep. Prime Min. & Head Of Political Affairs & Democracy,2014,2014,,,male
Q112128551,Alfonso Nsue Mokuy,,Second Dep. Prime Min. In Charge Of Social & Human Rights Affairs,2014,2014,,,male
Q108426370,Miguel Oyono Ndong Mifumu,,Min. Of Agriculture & Forests,2014,2014,,,male
Q5057941,Celestino Bonifacio Bakale Obiang,,"Min. Of Economy, Trade & Business Promotion",2014,2014,1957,,male
Q112162998,Maria Del Carmen Ekoro,,Min. Of Education & Science,2014,2014,,,female
Q29122413,Marcelino Owono Edu,,Min. Of Finance & Budgets,2014,2014,1963,,male
Q112133772,Crescencio Tamarite Castano,,Min. Of Fisheries & The Environment,2014,2014,,,male
